,TRIP_MILES,TRIP_SECONDS,FARE,COMPANY,TIP_RATE,TRIP_MINUTES
25468,18.1,2160,44.75,"Taxicab Insurance Agency, LLC",20.2,36.0
25469,18.1,2160,47.5,"Taxicab Insurance Agency, LLC",19.4,36.0
25470,18.1,2160,45.75,Choice Taxi Association,19.9,36.0
25471,10.61,1266,28.75,Flash Cab,0.0,21.1
25472,17.6,2100,43.75,"Taxicab Insurance Agency, LLC",0.0,35.0
25473,17.6,2100,44.25,Taxi Affiliation Services,25.2,35.0
25474,17.6,2100,43.75,Choice Taxi Association,25.2,35.0
25475,17.1,2040,42.25,Taxi Affiliation Services,20.1,34.0
25476,17.1,2040,42.0,Taxi Affiliation Services,0.0,34.0
25477,17.1,2040,42.75,Top Cab Affiliation,20.2,34.0
25478,13.27,1583,34.5,Sun Taxi,20.3,26.383333333333333
25479,17.73,2115,44.0,Blue Ribbon Taxi Association,15.2,35.25
25480,16.91,2017,42.75,Sun Taxi,20.2,33.61666666666667
25481,16.6,1980,41.5,Taxi Affiliation Services,20.2,33.0
25482,16.6,1980,41.25,Taxi Affiliation Services,22.1,33.0
25483,17.23,2055,43.0,Chicago Independents,20.2,34.25
25484,18.34,2187,46.75,Globe Taxi,20.2,36.45
25485,15.6,1860,40.0,Taxi Affiliation Services,11.4,31.0
25486,18.7,2229,47.25,Globe Taxi,0.0,37.15
25487,17.66,2105,44.5,Medallion Leasin,15.2,35.083333333333336
25488,18.65,2223,47.25,Sun Taxi,20.2,37.05
25489,18.4,2193,45.75,Chicago Independents,20.1,36.55
25490,17.47,2082,43.0,Sun Taxi,20.2,34.7
25491,4.12,491,14.34,24 Seven Taxi,7.0,8.183333333333334
25492,18.88,2250,46.5,Flash Cab,20.2,37.5
25493,11.53,1374,30.5,Flash Cab,0.0,22.9
25494,15.6,1859,39.25,Blue Ribbon Taxi Association,0.0,30.983333333333334
25495,11.69,1393,31.0,Medallion Leasin,20.3,23.216666666666665
25496,12.91,1538,33.75,Flash Cab,25.4,25.633333333333333
25497,7.58,903,20.5,City Service,0.0,15.05
25498,11.92,1420,31.25,Flash Cab,0.0,23.666666666666668
25499,13.02,1551,33.5,Medallion Leasin,13.0,25.85
25500,3.87,461,12.5,Blue Ribbon Taxi Association,23.0,7.683333333333334
25501,13.6,1620,35.0,KOAM Taxi Association,19.2,27.0
25502,9.05,1078,24.5,Flash Cab,7.1,17.966666666666665
25503,21.61,2574,55.0,Flash Cab,20.2,42.9
25504,19.63,2338,50.5,Patriot Taxi Dba Peace Taxi Associat,20.2,38.96666666666667
25505,13.1,1560,32.5,U Taxicab,0.0,26.0
25506,13.1,1560,34.25,U Taxicab,0.0,26.0
25507,18.45,2197,46.75,Flash Cab,15.2,36.61666666666667
25508,17.56,2091,44.5,Medallion Leasin,25.3,34.85
25509,15.52,1848,39.25,Flash Cab,20.2,30.8
25510,12.6,1500,33.25,Taxi Affiliation Services,30.3,25.0
25511,12.6,1500,32.5,Taxi Affiliation Services,21.3,25.0
25512,12.6,1500,33.25,Taxi Affiliation Services,20.3,25.0
25513,19.01,2263,46.5,Sun Taxi,25.3,37.71666666666667
25514,5.1,607,15.0,Sun Taxi,0.0,10.116666666666667
25515,16.3,1940,42.5,Blue Ribbon Taxi Association,25.3,32.333333333333336
25516,8.52,1014,23.5,City Service,0.0,16.9
25517,12.1,1440,30.5,Choice Taxi Association,0.0,24.0
25518,12.1,1440,31.75,U Taxicab,20.3,24.0
25519,7.0,833,20.14,City Service,23.0,13.883333333333333
25520,11.16,1328,29.25,Star North Taxi Management Llc,0.0,22.133333333333333
25521,17.32,2061,43.75,City Service,4.5,34.35
25522,10.74,1278,28.0,Flash Cab,0.0,21.3
25523,17.85,2124,45.0,Star North Taxi Management Llc,15.2,35.4
25524,18.75,2231,46.25,24 Seven Taxi,0.0,37.18333333333333
25525,15.91,1893,41.0,Sun Taxi,10.1,31.55
25526,11.38,1354,33.26,Chicago Independents,23.0,22.566666666666666
25527,11.6,1380,31.0,Taxi Affiliation Services,0.0,23.0
25528,21.32,2536,52.0,Flash Cab,0.0,42.266666666666666
25529,6.97,829,14.9,City Service,23.0,13.816666666666666
25530,3.38,402,11.0,Star North Taxi Management Llc,33.3,6.7
25531,13.26,1577,34.75,City Service,0.0,26.283333333333335
25532,16.12,1917,41.75,Flash Cab,0.0,31.95
25533,11.1,1320,29.5,U Taxicab,0.0,22.0
25534,18.14,2157,45.5,Medallion Leasin,15.1,35.95
25535,23.87,2838,62.3,Flash Cab,0.0,47.3
25536,18.05,2146,44.75,Taxicab Insurance Agency Llc,20.2,35.766666666666666
25537,13.13,1561,37.25,Flash Cab,0.0,26.016666666666666
25538,20.93,2488,51.25,Sun Taxi,20.2,41.46666666666667
25539,10.6,1260,28.0,Taxi Affiliation Services,0.0,21.0
25540,10.6,1260,28.25,Taxi Affiliation Services,0.0,21.0
25541,10.6,1260,28.0,Taxi Affiliation Services,0.0,21.0
25542,9.28,1103,25.25,Taxicab Insurance Agency Llc,20.3,18.383333333333333
25543,7.69,914,21.5,Flash Cab,0.0,15.233333333333333
25544,9.5,1129,26.0,Sun Taxi,20.3,18.816666666666666
25545,14.6,1735,38.25,Medallion Leasin,0.0,28.916666666666668
25546,11.26,1338,30.0,City Service,0.0,22.3
25547,10.1,1200,27.5,Taxi Affiliation Services,0.0,20.0
25548,10.1,1200,26.0,Taxi Affiliation Services,0.0,20.0
25549,10.1,1200,27.25,Globe Taxi,0.0,20.0
25550,10.12,1202,27.25,Flash Cab,20.3,20.033333333333335
25551,18.01,2139,44.5,Taxicab Insurance Agency Llc,0.0,35.65
25552,21.37,2538,55.14,Flash Cab,0.0,42.3
25553,18.23,2165,45.25,Star North Taxi Management Llc,0.0,36.083333333333336
25554,11.63,1381,31.0,Flash Cab,0.0,23.016666666666666
25555,18.7,2220,35.0,"Taxicab Insurance Agency, LLC",20.5,37.0
25556,12.83,1523,33.75,Medallion Leasin,15.2,25.383333333333333
25557,12.84,1524,55.14,Flash Cab,0.0,25.4
25558,6.1,724,17.5,City Service,0.0,12.066666666666666
25559,18.2,2160,43.5,"Taxicab Insurance Agency, LLC",20.2,36.0
25560,18.2,2160,44.75,Globe Taxi,0.0,36.0
25561,11.95,1418,31.0,Flash Cab,0.0,23.633333333333333
25562,11.31,1342,30.0,Star North Taxi Management Llc,25.4,22.366666666666667
25563,17.59,2087,44.25,Sun Taxi,0.0,34.78333333333333
25564,17.7,2100,44.5,Top Cab Affiliation,20.2,35.0
25565,17.7,2100,44.0,Choice Taxi Association,20.2,35.0
25566,7.51,891,21.0,City Service,25.4,14.85
25567,4.51,535,13.5,Sun Taxi,20.6,8.916666666666666
25568,17.24,2045,43.75,Sun Taxi,25.3,34.083333333333336
25569,17.2,2040,43.5,Taxi Affiliation Services,0.0,34.0
25570,17.2,2040,42.5,Choice Taxi Association,20.2,34.0
25571,17.2,2040,43.0,"Taxicab Insurance Agency, LLC",20.2,34.0
25572,17.2,2040,43.0,"Taxicab Insurance Agency, LLC",20.2,34.0
25573,8.6,1020,23.75,Taxi Affiliation Services,0.0,17.0
25574,19.19,2276,47.0,Medallion Leasin,0.0,37.93333333333333
25575,13.01,1543,33.5,Flash Cab,15.2,25.716666666666665
25576,17.8,2111,44.0,Sun Taxi,0.0,35.18333333333333
25577,18.34,2175,45.5,Sun Taxi,20.2,36.25
25578,18.08,2144,45.25,Sun Taxi,20.2,35.733333333333334
25579,16.7,1980,42.0,Taxi Affiliation Services,20.2,33.0
25580,16.7,1980,41.0,"Taxicab Insurance Agency, LLC",20.2,33.0
25581,16.7,1980,41.75,Chicago Independents,20.0,33.0
25582,26.56,3149,66.0,Koam Taxi Association,19.4,52.483333333333334
25583,16.88,2001,41.75,City Service,25.3,33.35
25584,18.93,2244,46.5,Chicago Independents,20.2,37.4
25585,17.26,2046,43.0,Flash Cab,20.2,34.1
25586,17.8,2110,43.75,Chicago Independents,20.2,35.166666666666664
25587,9.44,1119,25.5,Flash Cab,0.0,18.65
25588,6.53,774,18.25,Top Cab,0.0,12.9
25589,17.92,2124,45.0,Taxicab Insurance Agency Llc,20.2,35.4
25590,8.1,960,22.25,"Taxicab Insurance Agency, LLC",0.0,16.0
25591,16.2,1920,42.0,"Taxicab Insurance Agency, LLC",0.0,32.0
25592,21.17,2509,55.75,Taxicab Insurance Agency Llc,41.8,41.81666666666667
25593,13.88,1645,36.25,Sun Taxi,20.2,27.416666666666668
25594,18.48,2190,46.75,City Service,20.2,36.5
25595,11.89,1409,31.25,Chicago Independents,0.0,23.483333333333334
25596,21.57,2556,52.75,Flash Cab,20.2,42.6
25597,6.17,731,17.75,Sun Taxi,0.0,12.183333333333334
25598,4.98,590,15.28,Sun Taxi,23.0,9.833333333333334
25599,15.7,1860,40.25,Taxi Affiliation Services,0.0,31.0
25600,10.45,1238,27.75,Sun Taxi,0.0,20.633333333333333
25601,7.42,879,21.5,Flash Cab,0.0,14.65
25602,3.9,462,12.69,Blue Ribbon Taxi Association,23.0,7.7
25603,11.81,1399,31.0,Flash Cab,0.0,23.316666666666666
25604,16.96,2009,43.5,Sun Taxi,20.2,33.483333333333334
25605,19.31,2287,50.0,Flash Cab,20.2,38.11666666666667
25606,18.4,2179,46.0,Patriot Taxi Dba Peace Taxi Associat,20.2,36.31666666666667
25607,7.6,900,21.0,Taxi Affiliation Services,0.0,15.0
25608,7.6,900,21.0,Taxi Affiliation Services,20.2,15.0
25609,0.76,90,5.0,Flash Cab,0.0,1.5
25610,7.6,900,20.75,Taxi Affiliation Services,0.0,15.0
25611,17.59,2083,43.75,Medallion Leasin,20.2,34.71666666666667
25612,11.62,1376,30.5,City Service,20.3,22.933333333333334
25613,8.86,1049,23.75,Medallion Leasin,20.4,17.483333333333334
25614,18.16,2150,47.0,Flash Cab,9.8,35.833333333333336
25615,6.58,779,19.0,Chicago Independents,25.7,12.983333333333333
25616,11.91,1410,31.25,Flash Cab,0.0,23.5
25617,23.5,2782,59.25,Sun Taxi,20.2,46.36666666666667
25618,17.47,2068,43.5,Star North Taxi Management Llc,25.3,34.46666666666667
25619,14.7,1740,37.25,Taxi Affiliation Services,20.1,29.0
25620,7.84,928,21.75,Taxicab Insurance Agency Llc,0.0,15.466666666666667
25621,18.14,2147,45.5,Sun Taxi,25.3,35.78333333333333
25622,9.98,1181,27.5,Flash Cab,0.0,19.683333333333334
25623,11.46,1356,29.75,Flash Cab,0.0,22.6
25624,12.67,1499,33.5,Flash Cab,20.3,24.983333333333334
25625,7.1,840,28.0,Globe Taxi,0.0,14.0
25626,7.1,840,20.25,Taxi Affiliation Services,0.0,14.0
25627,10.76,1273,29.75,City Service,0.0,21.216666666666665
25628,5.79,685,16.5,Flash Cab,15.4,11.416666666666666
25629,7.76,918,21.25,Flash Cab,25.6,15.3
25630,6.56,776,16.3,Sun Taxi,11.5,12.933333333333334
25631,7.22,854,19.75,Flash Cab,0.0,14.233333333333333
25632,7.94,939,22.5,City Service,0.0,15.65
25633,8.82,1043,24.5,Star North Taxi Management Llc,0.0,17.383333333333333
25634,13.7,1620,35.5,Taxi Affiliation Services,19.8,27.0
25635,13.5,1596,34.25,Chicago Taxicab,20.3,26.6
25636,11.36,1343,30.0,Sun Taxi,30.4,22.383333333333333
25637,12.13,1434,31.5,Star North Taxi Management Llc,20.3,23.9
25638,21.47,2538,52.75,Flash Cab,20.2,42.3
25639,12.97,1533,33.75,Sun Taxi,20.3,25.55
25640,13.2,1560,35.0,Taxi Affiliation Services,12.5,26.0
25641,13.2,1560,33.75,Top Cab Affiliation,20.3,26.0
25642,13.2,1560,34.5,Choice Taxi Association,20.3,26.0
25643,13.2,1560,34.25,Globe Taxi,20.3,26.0
25644,12.11,1431,30.6,Globe Taxi,23.0,23.85
25645,10.46,1236,37.25,Flash Cab,0.0,20.6
25646,11.18,1321,30.0,Flash Cab,0.0,22.016666666666666
25647,17.3,2044,43.5,Flash Cab,15.2,34.06666666666667
25648,4.3,508,13.25,Chicago Independents,12.6,8.466666666666667
25649,16.66,1968,41.75,24 Seven Taxi,15.1,32.8
25650,17.23,2035,42.5,Flash Cab,20.2,33.916666666666664
25651,9.12,1077,22.21,Chicago Independents,23.0,17.95
25652,18.13,2141,45.75,Flash Cab,20.2,35.68333333333333
25653,18.8,2220,46.0,Choice Taxi Association,0.0,37.0
25654,13.66,1613,35.25,Sun Taxi,0.0,26.883333333333333
25655,23.23,2743,56.75,Star North Taxi Management Llc,20.2,45.71666666666667
25656,13.9,1641,37.0,Flash Cab,0.0,27.35
25657,30.32,3579,75.0,Flash Cab,0.0,59.65
25658,8.98,1060,25.77,City Service,23.0,17.666666666666668
25659,17.96,2120,44.75,Globe Taxi,20.2,35.333333333333336
25660,12.75,1505,33.68,Flash Cab,0.0,25.083333333333332
25661,9.87,1165,26.5,Flash Cab,0.0,19.416666666666668
25662,6.1,720,17.0,Taxi Affiliation Services,25.5,12.0
25663,12.2,1440,31.5,Top Cab Affiliation,0.0,24.0
25664,12.2,1440,31.75,312 Medallion Management Corp,0.0,24.0
25665,6.1,720,17.5,"Taxicab Insurance Agency, LLC",30.4,12.0
25666,12.2,1440,30.75,Taxi Affiliation Services,0.0,24.0
25667,12.2,1440,32.5,Taxi Affiliation Services,0.0,24.0
25668,12.2,1440,32.5,Taxi Affiliation Services,0.0,24.0
25669,13.48,1591,34.75,Medallion Leasin,8.3,26.516666666666666
25670,18.03,2128,45.25,Sun Taxi,25.3,35.46666666666667
25671,10.82,1277,28.25,Flash Cab,0.0,21.283333333333335
25672,11.21,1323,30.25,Sun Taxi,25.4,22.05
25673,3.83,452,12.25,Flash Cab,20.8,7.533333333333333
25674,15.5,1829,39.5,Chicago Independents,11.5,30.483333333333334
25675,6.39,754,18.5,City Service,0.0,12.566666666666666
25676,14.12,1666,35.75,City Service,0.0,27.766666666666666
25677,17.8,2100,44.0,"Taxicab Insurance Agency, LLC",20.2,35.0
25678,17.8,2100,44.0,Taxi Affiliation Services,20.2,35.0
25679,17.8,2100,43.75,Choice Taxi Association,20.9,35.0
25680,17.8,2100,44.25,Taxi Affiliation Services,11.3,35.0
25681,17.8,2100,43.75,Taxi Affiliation Services,20.1,35.0
25682,17.8,2100,45.25,"Taxicab Insurance Agency, LLC",20.3,35.0
25683,17.8,2100,45.0,Taxi Affiliation Services,20.4,35.0
25684,17.8,2100,43.5,"Taxicab Insurance Agency, LLC",4.2,35.0
25685,11.57,1365,30.25,Flash Cab,0.0,22.75
25686,12.91,1523,36.87,Chicago Independents,8.1,25.383333333333333
25687,13.3,1569,35.0,Medallion Leasin,20.5,26.15
25688,12.64,1491,33.0,Medallion Leasin,13.2,24.85
25689,17.38,2050,43.5,Medallion Leasin,10.2,34.166666666666664
25690,11.7,1380,30.75,Taxi Affiliation Services,0.0,23.0
25691,11.7,1380,30.75,Taxi Affiliation Services,20.2,23.0
25692,11.7,1380,30.5,Taxi Affiliation Services,0.0,23.0
25693,2.73,322,9.5,Top Cab,20.7,5.366666666666666
25694,7.58,894,20.59,Blue Ribbon Taxi Association,23.0,14.9
25695,17.3,2040,43.25,Choice Taxi Association,0.0,34.0
25696,17.3,2040,43.0,Petani Cab Corp,20.2,34.0
25697,17.3,2040,42.5,2733 - 74600 Benny Jona,25.3,34.0
25698,18.42,2172,45.5,Sun Taxi,20.2,36.2
25699,12.12,1429,32.25,Star North Taxi Management Llc,20.3,23.816666666666666
25700,16.8,1980,41.75,Taxi Affiliation Services,14.2,33.0
25701,16.8,1980,41.75,Taxi Affiliation Services,20.2,33.0
25702,22.4,2640,54.5,Choice Taxi Association,17.1,44.0
25703,20.5,2416,49.75,Chicago Independents,20.2,40.266666666666666
25704,20.57,2424,50.25,Sun Taxi,20.2,40.4
25705,12.22,1440,32.0,Sun Taxi,0.0,24.0
25706,17.49,2061,44.0,Flash Cab,20.2,34.35
25707,12.84,1513,34.0,Sun Taxi,0.0,25.216666666666665
25708,12.23,1441,32.5,Flash Cab,0.0,24.016666666666666
25709,11.45,1349,30.0,Flash Cab,0.0,22.483333333333334
25710,13.03,1535,34.25,Sun Taxi,0.0,25.583333333333332
25711,16.3,1920,42.25,"Taxicab Insurance Agency, LLC",5.0,32.0
25712,16.3,1920,41.25,Choice Taxi Association,20.2,32.0
25713,7.59,894,21.25,Taxicab Insurance Agency Llc,0.0,14.9
25714,11.98,1411,31.75,Chicago Independents,25.3,23.516666666666666
25715,4.73,557,14.25,City Service,20.5,9.283333333333333
25716,21.4,2520,53.75,Taxi Affiliation Services,8.7,42.0
25717,18.54,2183,47.5,Sun Taxi,0.0,36.38333333333333
25718,15.95,1878,39.75,Flash Cab,10.1,31.3
25719,7.16,843,20.0,Blue Ribbon Taxi Association,14.7,14.05
25720,18.56,2185,46.25,24 Seven Taxi,20.2,36.416666666666664
25721,6.15,724,17.5,City Service,20.4,12.066666666666666
25722,16.42,1933,41.0,Flash Cab,20.2,32.21666666666667
25723,15.8,1860,39.5,"Taxicab Insurance Agency, LLC",18.4,31.0
25724,15.8,1860,41.0,Taxi Affiliation Services,20.1,31.0
25725,17.61,2073,43.5,Sun Taxi,25.3,34.55
25726,18.57,2186,45.25,Globe Taxi,20.2,36.43333333333333
25727,14.23,1675,36.25,Flash Cab,0.0,27.916666666666668
25728,20.9,2460,52.25,U Taxicab,25.2,41.0
25729,15.65,1842,40.0,City Service,10.6,30.7
25730,3.56,419,11.25,Sun Taxi,20.7,6.983333333333333
25731,9.89,1164,26.0,Blue Ribbon Taxi Association,0.0,19.4
25732,9.5,1118,25.75,Blue Ribbon Taxi Association,0.0,18.633333333333333
25733,8.72,1026,24.0,Sun Taxi,0.0,17.1
25734,11.1,1306,29.75,Medallion Leasin,0.0,21.766666666666666
25735,10.2,1200,27.25,Taxi Affiliation Services,0.0,20.0
25736,15.3,1800,39.75,Globe Taxi,17.1,30.0
25737,30.6,3600,74.25,Taxi Affiliation Services,0.0,60.0
25738,12.36,1454,31.75,Flash Cab,0.0,24.233333333333334
25739,18.83,2215,46.75,Chicago Independents,20.2,36.916666666666664
25740,16.62,1955,58.71,Flash Cab,0.0,32.583333333333336
25741,11.46,1348,42.02,Flash Cab,0.0,22.466666666666665
25742,18.95,2229,47.5,Sun Taxi,20.2,37.15
25743,12.09,1422,32.0,Medallion Leasin,20.3,23.7
25744,19.3,2270,48.75,Chicago Independents,0.0,37.833333333333336
25745,7.21,848,20.0,Flash Cab,0.0,14.133333333333333
25746,17.67,2078,43.75,Blue Ribbon Taxi Association,15.2,34.63333333333333
25747,11.83,1391,32.0,Blue Ribbon Taxi Association,15.2,23.183333333333334
25748,8.42,990,25.5,Flash Cab,0.0,16.5
25749,18.22,2142,45.0,Flash Cab,20.2,35.7
25750,13.04,1533,34.75,Flash Cab,0.0,25.55
25751,18.17,2136,46.0,Flash Cab,9.8,35.6
25752,17.33,2037,42.75,City Service,20.2,33.95
25753,19.44,2285,48.5,Sun Taxi,24.8,38.083333333333336
25754,17.4,2045,43.5,Medallion Leasin,11.5,34.083333333333336
25755,11.7,1375,31.5,Chicago Independents,18.9,22.916666666666668
25756,17.94,2108,45.25,City Service,14.4,35.13333333333333
25757,6.0,705,17.25,Flash Cab,0.0,11.75
25758,8.23,967,22.0,Taxicab Insurance Agency Llc,15.3,16.116666666666667
25759,9.5,1116,25.25,Flash Cab,3.9,18.6
25760,17.17,2017,42.75,Sun Taxi,20.2,33.61666666666667
25761,9.85,1157,26.5,Taxicab Insurance Agency Llc,0.0,19.283333333333335
25762,18.9,2220,47.0,"Taxicab Insurance Agency, LLC",20.2,37.0
25763,50.11,5885,120.5,Globe Taxi,15.1,98.08333333333333
25764,6.25,734,18.25,Flash Cab,0.0,12.233333333333333
25765,8.43,990,39.63,Flash Cab,0.0,16.5
25766,18.64,2189,46.0,Flash Cab,15.2,36.483333333333334
25767,11.42,1341,29.5,Flash Cab,0.0,22.35
25768,14.48,1700,37.25,Flash Cab,0.0,28.333333333333332
25769,7.07,830,20.0,Flash Cab,25.6,13.833333333333334
25770,21.1,2477,83.25,Globe Taxi,20.1,41.28333333333333
25771,4.6,540,14.5,Taxi Affiliation Services,15.5,9.0
25772,18.4,2160,45.5,Taxi Affiliation Services,20.2,36.0
25773,4.6,540,14.0,Top Cab Affiliation,0.0,9.0
25774,18.4,2160,45.0,"Taxicab Insurance Agency, LLC",16.3,36.0
25775,10.18,1195,27.74,Blue Ribbon Taxi Association,0.0,19.916666666666668
25776,14.38,1688,37.0,Chicago Independents,4.8,28.133333333333333
25777,16.74,1965,42.0,Taxicab Insurance Agency Llc,20.2,32.75
25778,12.37,1452,33.75,Blue Ribbon Taxi Association,0.0,24.2
25779,13.2,1549,34.5,Chicago Taxicab,20.3,25.816666666666666
25780,27.1,3180,68.25,Taxi Affiliation Services,20.4,53.0
25781,14.59,1712,38.25,Sun Taxi,20.2,28.533333333333335
25782,16.84,1976,42.0,Star North Taxi Management Llc,20.2,32.93333333333333
25783,18.06,2119,47.0,Chicago Independents,25.3,35.31666666666667
25784,27.41,3216,68.5,Flash Cab,25.1,53.6
25785,26.44,3102,63.75,24 Seven Taxi,0.0,51.7
25786,17.9,2100,45.25,Taxi Affiliation Services,10.7,35.0
25787,17.9,2100,44.75,Taxi Affiliation Services,20.2,35.0
25788,17.9,2100,44.0,U Taxicab,20.2,35.0
25789,17.9,2100,44.0,Taxi Affiliation Services,0.0,35.0
25790,17.9,2100,44.5,"Taxicab Insurance Agency, LLC",0.0,35.0
25791,17.9,2100,45.75,"Taxicab Insurance Agency, LLC",20.2,35.0
25792,17.21,2019,42.75,Sun Taxi,15.2,33.65
25793,17.45,2047,43.5,Medallion Leasin,15.2,34.11666666666667
25794,18.15,2129,44.75,Globe Taxi,20.2,35.483333333333334
25795,13.3,1560,34.0,"Taxicab Insurance Agency, LLC",20.3,26.0
25796,13.3,1560,34.25,Taxi Affiliation Services,0.0,26.0
25797,16.26,1907,41.0,Sun Taxi,12.1,31.783333333333335
25798,20.96,2458,51.25,Star North Taxi Management Llc,15.1,40.96666666666667
25799,11.94,1400,30.5,City Service,20.3,23.333333333333332
25800,8.7,1020,23.25,"Taxicab Insurance Agency, LLC",0.0,17.0
25801,17.4,2040,44.0,Globe Taxi,20.2,34.0
25802,17.4,2040,43.5,"Taxicab Insurance Agency, LLC",15.0,34.0
25803,8.7,1020,24.25,Choice Taxi Association,0.0,17.0
25804,17.4,2040,43.0,"Taxicab Insurance Agency, LLC",25.2,34.0
25805,17.4,2040,43.25,"Taxicab Insurance Agency, LLC",20.2,34.0
25806,17.4,2040,43.0,Taxi Affiliation Services,20.2,34.0
25807,17.25,2022,43.0,Blue Ribbon Taxi Association,20.2,33.7
25808,8.48,994,22.75,Flash Cab,0.0,16.566666666666666
25809,4.3,504,13.0,Flash Cab,20.6,8.4
25810,21.5,2520,54.75,Globe Taxi,10.2,42.0
25811,11.34,1329,30.0,City Service,0.0,22.15
25812,17.39,2038,43.5,Sun Taxi,20.2,33.96666666666667
25813,17.1,2004,43.5,Flash Cab,0.0,33.4
25814,3.49,409,11.0,Sun Taxi,20.6,6.816666666666666
25815,12.8,1500,33.75,Taxi Affiliation Services,0.0,25.0
25816,12.8,1500,33.25,Taxi Affiliation Services,0.0,25.0
25817,17.29,2026,44.23,Star North Taxi Management Llc,17.3,33.766666666666666
25818,18.11,2122,45.5,Taxicab Insurance Agency Llc,0.0,35.36666666666667
25819,29.7,3480,72.75,Taxi Affiliation Services,0.0,58.0
25820,8.62,1010,23.46,Blue Ribbon Taxi Association,23.0,16.833333333333332
25821,9.09,1065,24.0,Flash Cab,0.0,17.75
25822,16.9,1980,42.0,Taxi Affiliation Services,0.0,33.0
25823,16.9,1980,44.5,"Taxicab Insurance Agency, LLC",20.2,33.0
25824,16.75,1962,43.64,Sun Taxi,17.3,32.7
25825,17.7,2073,46.0,Sun Taxi,20.2,34.55
25826,12.74,1492,33.25,Sun Taxi,20.3,24.866666666666667
25827,10.82,1267,29.25,Flash Cab,0.0,21.116666666666667
25828,5.21,610,15.5,Sun Taxi,12.9,10.166666666666666
25829,12.65,1481,33.5,Sun Taxi,20.3,24.683333333333334
25830,16.4,1920,41.5,"Taxicab Insurance Agency, LLC",0.0,32.0
25831,4.1,480,12.75,Taxi Affiliation Services,25.4,8.0
25832,4.1,480,12.75,Chicago Independents,20.6,8.0
25833,12.3,1440,31.75,"Taxicab Insurance Agency, LLC",20.3,24.0
25834,12.3,1440,31.75,Taxi Affiliation Services,14.0,24.0
25835,12.3,1440,32.0,Taxi Affiliation Services,0.0,24.0
25836,15.7,1838,39.25,City Service,20.2,30.633333333333333
25837,17.81,2085,44.75,Medallion Leasin,0.0,34.75
25838,10.43,1221,27.75,Medallion Leasin,20.3,20.35
25839,12.54,1468,33.25,Sun Taxi,25.4,24.466666666666665
25840,15.02,1758,38.5,Medallion Leasin,9.4,29.3
25841,15.5,1814,39.0,City Service,31.7,30.233333333333334
25842,18.8,2200,47.5,Chicago Independents,20.2,36.666666666666664
25843,11.58,1355,31.0,Sun Taxi,20.3,22.583333333333332
25844,17.58,2057,43.0,24 Seven Taxi,20.2,34.28333333333333
25845,5.77,675,16.5,Flash Cab,0.0,11.25
25846,31.8,3720,80.75,U Taxicab,20.1,62.0
25847,18.97,2219,47.0,Sun Taxi,0.0,36.983333333333334
25848,16.92,1979,42.25,Sun Taxi,25.3,32.983333333333334
25849,11.44,1338,31.0,Flash Cab,0.0,22.3
25850,18.11,2118,45.5,Flash Cab,0.0,35.3
25851,11.8,1380,31.25,Taxi Affiliation Services,0.0,23.0
25852,18.29,2139,45.0,Flash Cab,10.2,35.65
25853,10.27,1201,27.25,Star North Taxi Management Llc,20.2,20.016666666666666
25854,17.71,2071,44.5,Flash Cab,20.2,34.516666666666666
25855,10.51,1229,28.25,Medallion Leasin,20.4,20.483333333333334
25856,18.56,2170,47.75,Taxicab Insurance Agency Llc,25.2,36.166666666666664
25857,18.21,2129,45.25,Blue Ribbon Taxi Association,25.3,35.483333333333334
25858,17.62,2060,45.25,Flash Cab,15.1,34.333333333333336
25859,27.2,3180,68.0,Taxi Affiliation Services,0.0,53.0
25860,19.41,2269,47.5,Star North Taxi Management Llc,20.2,37.81666666666667
25861,17.76,2076,45.75,Flash Cab,20.2,34.6
25862,18.24,2132,45.0,Flash Cab,20.2,35.53333333333333
25863,7.7,900,21.75,Taxi Affiliation Services,0.0,15.0
25864,15.4,1800,40.0,Taxi Affiliation Services,20.2,30.0
25865,17.9,2092,44.25,City Service,20.2,34.86666666666667
25866,9.84,1150,26.0,Flash Cab,20.3,19.166666666666668
25867,5.4,631,15.75,Star North Taxi Management Llc,25.6,10.516666666666667
25868,4.75,555,14.25,24 Seven Taxi,0.0,9.25
25869,17.65,2062,43.75,City Service,20.2,34.36666666666667
25870,18.13,2118,46.0,Flash Cab,20.2,35.3
25871,11.3,1320,29.75,Taxi Affiliation Services,3.3,22.0
25872,11.3,1320,29.25,"Taxicab Insurance Agency, LLC",20.3,22.0
25873,11.3,1320,29.75,Taxi Affiliation Services,0.0,22.0
25874,17.67,2064,44.25,Blue Ribbon Taxi Association,0.0,34.4
25875,18.36,2144,46.75,Sun Taxi,20.2,35.733333333333334
25876,17.95,2096,44.5,Medallion Leasin,0.0,34.93333333333333
25877,11.69,1365,31.0,Sun Taxi,15.2,22.75
25878,18.5,2160,46.25,"Taxicab Insurance Agency, LLC",25.2,36.0
25879,18.5,2160,46.5,"Taxicab Insurance Agency, LLC",9.9,36.0
25880,18.5,2160,45.75,U Taxicab,30.3,36.0
25881,17.37,2028,42.75,Sun Taxi,16.4,33.8
25882,16.0,1868,40.0,City Service,25.3,31.133333333333333
25883,18.45,2154,46.0,Sun Taxi,25.3,35.9
25884,17.46,2038,43.25,City Service,20.2,33.96666666666667
